idx_kpr,sn_kpr,file_kpr,phase_kpr,low_wl_kpr,high_wl_kpr,snr_kpr,src_kpr
48,2002bz,sn2002bz-20020408-ui.flm,5.641410323650835,3234.0,9976.0,20.967035754250684,bsnip
49,2002cd,sn2002cd-20020420-ui-corrected.flm,1.3629021402615422,3320.0,10242.0,44.37031522553188,bsnip
50,2002ck,sn2002ck-20020507-ui.flm,5.226903746515686,3258.0,10048.0,27.426925606890592,bsnip
51,2002cr,sn2002cr-20020507-ui-corrected.flm,-6.9635426986350994,3322.0,10252.0,110.75445796967728,bsnip
52,2002de,sn2002de-20020608.374-ui-corrected.flm,-0.16048772705958972,3142.0,10064.0,12.520731755109232,bsnip
53,2002er,sn2002er-20020903-ui-corrected.flm,-4.776073823409936,3154.0,10260.0,201.33274081376413,bsnip
54,2002er,sn2002er-20020913-ui-corrected.flm,5.063609926535847,3214.0,10260.0,80.30993098230718,bsnip
55,2002eu,sn2002eu-20020903-ui.flm,4.420667947795771,3088.0,9972.0,34.08379759351342,bsnip
56,2002fb,sn2002fb-20020913-ui-corrected.flm,3.1863973524121474,3200.0,10190.0,42.14007292236865,bsnip
57,2002ha,sn2002ha-20021102-ui-corrected.flm,-0.04337539432343062,3110.0,10204.0,116.10385589018932,bsnip
58,2002ha,sn2002ha-20021108-br-corrected.flm,5.733438485803326,3096.0,9234.0,105.41001923591949,bsnip
59,2002he,sn2002he-20021101.642-joined.flm,-6.147980994841775,3908.0,9904.0,89.42332084015308,bsnip
60,2002he,sn2002he-20021106.649-joined.flm,-1.2610242015152597,3908.0,9904.0,120.09570496095513,bsnip
61,2002he,sn2002he-20021108-br.flm,0.05758547050365418,3050.0,9148.0,167.26284950016378,bsnip
62,2002he,sn2002he-20021111-br.flm,2.9856602418210145,3080.0,9138.0,134.66597198032974,bsnip
63,2002hu,sn2002hu-20021108-br.flm,-5.771844660193892,3050.0,9094.0,99.85848653897565,bsnip
64,2002hw,sn2002hw-20021111-br.flm,-5.988983179937125,3094.0,9194.0,79.73965486481411,bsnip
65,2003cq,sn2003cq-20030408-ui.flm,-1.3490979721847325,3086.0,10014.0,28.755415425226246,bsnip
66,2003d,sn2003d-20030107-br.flm,5.354614820922365,3138.0,9176.0,69.27498909859176,bsnip
67,2003iv,sn2003iv-20031028-ui.flm,6.482601393978524,3204.0,10004.0,16.472044073460317,bsnip
68,2003u,sn2003U-20030204-ui.flm,-2.677127528705919,3070.0,10062.0,54.53030813132612,bsnip
69,2003w,sn2003W-20030204-ui.flm,-5.354529243552198,3094.0,10144.0,33.1785195941654,bsnip
70,2004as,sn2004as-20040316.608-br-corrected.flm,-4.991168948062785,3258.0,8902.0,77.26426155530632,bsnip
71,2004dt,sn2004dt-20040816.413-ui-corrected.flm,-2.842909397583295,3308.0,10148.0,51.592065631200576,bsnip
72,2004dt,sn2004dt-20040824-vis2-corrected.flm,4.99445931766326,4466.0,9560.0,214.04690687567654,bsnip
73,2004ef,sn2004ef-20040910.310-ui-corrected.flm,-5.101917098698853,3264.0,10134.0,50.75121943529433,bsnip
74,2004eo,sn2004eo-20040924.242-ui.flm,-5.319478862380197,3322.0,10286.0,69.41686094337626,bsnip
75,2004fu,sn2004fu-20041114-br.flm,-2.6238344843997266,3076.0,9264.0,200.45109883307714,bsnip
76,2004fu,sn2004fu-20041119-ui.flm,2.44745890349993,3342.0,10354.0,101.23685082174175,bsnip
77,2004gs,sn2004gs-20041217.447-ui-corrected.flm,1.4161617636340815,3318.0,9998.0,44.44615749197725,bsnip
78,2004gu,sn2004gu-20041217.539-ui.flm,-5.382178668444613,3324.0,10036.0,0.27062781905054134,bsnip
79,2005ag,sn2005ag-20050212.596-br.flm,-0.6705783738492764,3554.0,8516.0,17.500791170141703,bsnip
80,2005am,sn2005am-20050311.302-br-corrected.flm,6.329999335255473,3426.0,9136.0,282.9942759035755,bsnip
81,2005bl,sn2005bl-20050417.214-ui.flm,-5.451828994393609,3470.0,9970.0,2.1541520381614454,bsnip
82,2005cf,sn2005cf-20050610.277-ui.flm,-2.03783355738521,3340.0,10382.0,24.88486108632176,bsnip
83,2005cf,sn2005cf-20050611.205-ui.flm,-1.1157908751552146,3340.0,10382.0,115.43884393278333,bsnip
84,2005el,sn2005el-20050926.496-ui-corrected.flm,-6.562158220929435,3310.0,10294.0,98.37041907057103,bsnip
85,2005el,sn2005el-20051004.534-ui-corrected.flm,1.3577558601225461,3322.0,10294.0,73.68068532087534,bsnip
86,2005eq,sn2005eq-20051004.512-ui.flm,-6.468560521756464,3282.0,10154.0,18.88878388784652,bsnip
87,2005eq,sn2005eq-20051007.633-br-corrected.flm,-3.4354509381611216,3230.0,9016.0,198.09302952657788,bsnip
88,2005eq,sn2005eq-20051011.376-ui-corrected.flm,0.20214251630378466,3280.0,10154.0,66.96812240145877,bsnip
89,2005eu,sn2005eu-20051011.350-ui-corrected.flm,-5.154121171130121,3262.0,10094.0,18.291889596498432,bsnip
90,2005iq,sn2005iq-20051107.215-deimos.flm,-6.078083793423961,4792.0,9678.0,113.09462754478253,bsnip
91,2005ki,sn2005ki-20051202.649-deimos.flm,1.2578406545473524,3830.0,8846.0,229.40842933041205,bsnip
92,2005lz,sn2005lz-20060101.381-deimos.flm,0.45100211520732203,4774.0,9582.0,67.20217441013469,bsnip
93,2005mc,sn2005mc-20060105.368-ui.flm,6.603454279617834,3282.0,10190.0,26.630858315844417,bsnip
94,2005ms,sn2005ms-20060106.400-ui.flm,-1.938150846076478,3282.0,10190.0,27.751257208626093,bsnip
95,2005na,sn2005na-20060105.335-ui.flm,0.4326127667494873,3278.0,10180.0,40.511672484898895,bsnip
96,2005na,sn2005na-20060106.361-ui-corrected.flm,1.432299025056355,3278.0,10180.0,21.47517539297236,bsnip
97,2005w,sn2005w-20050211.200-br.flm,0.6631053362893924,5054.0,10060.0,2.6092297516972356,bsnip
98,2006bu,sn2006bu-20060505.325-ui.flm,6.960222016649041,3144.0,9544.0,21.614999400607108,bsnip
99,2006cf,sn2006cf-20060523.291-ui.flm,5.503325806101215,3240.0,10030.0,11.625754966175958,bsnip
100,2006cj,sn2006cj-20060528.349-ui.flm,3.645843579071645,3154.0,9692.0,20.552440649185975,bsnip
101,2006cp,sn2006cp-20060605.281-ui.flm,-5.074885868863546,3290.0,10318.0,47.10344566965879,bsnip
102,2006cq,sn2006cq-20060605.307-ui.flm,1.4594543548485226,3210.0,10060.0,18.809711303997016,bsnip
103,2006cs,sn2006cs-20060605.335-ui.flm,1.8120967962479588,3286.0,10304.0,17.75237684040581,bsnip
104,2006cz,sn2006cz-20060620.266-ui.flm,-3.133998848146878,3266.0,10124.0,30.99740723836974,bsnip
105,2006cz,sn2006cz-20060626.304-ui.flm,2.661739297363958,3230.0,10124.0,0.1253026978312647,bsnip
106,2006d,sn2006d-20060124.435-ui.flm,2.9020424350545726,3344.0,10460.0,183.392017161871,bsnip
107,2006ef,sn2006ef-20060824.454-ui-corrected.flm,4.433629170587158,3314.0,10166.0,124.80989612197803,bsnip
108,2006ej,sn2006ej-20060824.430-ui.flm,-0.3861034129976058,3306.0,10140.0,107.94997634958423,bsnip
109,2006em,sn2006em-20060902.440-ui.flm,6.031005667991992,3310.0,10152.0,0.30168563861599274,bsnip
110,2006et,sn2006et-20060919.345-ui.flm,3.320819956994247,3300.0,10314.0,54.28587566135104,bsnip
111,2006gj,sn2006gj-20060925.482-ui.flm,4.605691179463854,3272.0,10062.0,24.339750446204214,bsnip
112,2006gt,sn2006gt-20060925.348-ui.flm,2.7450991652667773,3222.0,9904.0,21.160973886200225,bsnip
113,2006h,sn2006h-20060124.254-ui.flm,6.36789405844237,3328.0,10402.0,18.37325151526595,bsnip
114,2006kf,sn2006kf-20061030.385-ui.flm,-2.120824321132985,3312.0,10230.0,99.51754062194146,bsnip
115,2006lf,sn2006lf-20061030.420-ui-corrected.flm,-6.320531066734968,3338.0,10312.0,76.53356259387635,bsnip
116,2006mp,sn2006mp-20061120.101-ui.flm,5.5598903124857095,3280.0,10172.0,63.87952650799578,bsnip
117,2006n,sn2006n-20060123.286-ui.flm,-1.4433926826694696,3322.0,10400.0,66.30748788698608,bsnip
118,2006n,sn2006n-20060124.285-ui.flm,-0.4584546430575745,3326.0,10400.0,55.22067809408093,bsnip
119,2006or,sn2006or-20061123.654-br.flm,-5.703159509229248,3036.0,9008.0,81.74340733041564,bsnip
120,2006or,sn2006or-20061201.530-ui.flm,2.0107481491419636,3294.0,9990.0,32.7703835879855,bsnip
121,2006ot,sn2006ot-20061123.362-br.flm,-2.386288101793762,3010.0,8732.0,64.4316359627634,bsnip
122,2006ot,sn2006ot-20061201.241-ui.flm,5.095432532524741,3192.0,9920.0,12.94104157006253,bsnip
123,2006s,sn2006s-20060130.375-ui.flm,-4.087774270369907,3280.0,10220.0,26.304918910869663,bsnip
124,2006s,sn2006s-20060206.517-ui.flm,2.832084425766545,3256.0,10122.0,24.04079084701862,bsnip
125,2006sr,sn2006sr-20061220.097-ui.flm,-2.5484797000415784,3284.0,10202.0,69.41334661294077,bsnip
126,2006sr,sn2006sr-20061225.242-br.flm,2.475247524748781,3254.0,8972.0,99.00070019506322,bsnip
127,2006x,sn2006x-20060222.413-ui.flm,2.4471767936006596,3360.0,10196.0,186.2382701335139,bsnip
128,2007a,sn2007a-20070113.208-br.flm,0.47684593452028523,3280.0,9042.0,150.18411081798482,bsnip
129,2007af,sn2007af-20070313.545-ui-corrected.flm,-1.1437505470125786,3384.0,10392.0,189.23054275031103,bsnip
130,2007af,sn2007af-20070317.653-deimos-corrected.flm,2.941925320049967,4450.0,9478.0,275.63822372754515,bsnip
131,2007af,sn2007af-20070318.633-br-corrected.flm,3.916599699245245,3484.0,9138.0,195.04242302159128,bsnip
132,2007al,sn2007al-20070313.289-ui.flm,3.759231358214035,3352.0,10322.0,39.279761819789485,bsnip
133,2007bc,sn2007bc-20070410.323-ui-corrected.flm,0.7259012539131353,3300.0,10334.0,79.55561379058881,bsnip
134,2007bd,sn2007bd-20070410.254-ui.flm,-6.039336196830742,3270.0,10232.0,25.13645903895553,bsnip
135,2007bz,sn2007bz-20070426.419-ui.flm,0.9493255873596457,3322.0,10226.0,40.72157536139737,bsnip
136,2007ci,sn2007ci-20070519.316-ui.flm,-6.745726953247645,3420.0,9924.0,0.8763357542797316,bsnip
137,2007ci,sn2007ci-20070524.264-ui-corrected.flm,-1.8858176689312065,3314.0,10262.0,65.88413552348308,bsnip
138,2007co,sn2007co-20070609.398-ui-corrected.flm,-4.112128783731178,3276.0,10174.0,50.68111889008801,bsnip
139,2007co,sn2007co-20070614.468-ui-corrected.flm,0.8247627468217633,3290.0,10174.0,77.55084186319125,bsnip
140,2007cp,sn2007cp-20070614.263-ir.flm,-4.3285950636468336,5030.0,10078.0,12.020351303580263,bsnip
141,2007cp,sn2007cp-20070623.217-ui.flm,4.309301125315977,3244.0,10078.0,9.933280041331326,bsnip
142,2007cq,sn2007cq-20070623.431-ui.flm,-6.024166829078833,3280.0,10184.0,47.01280614628533,bsnip
143,2007f,sn2007f-20070126.534-ui.flm,3.154580296230975,3306.0,10208.0,73.19162912290093,bsnip
144,2007n,sn2007n-20070122.583-deimos.flm,0.90336563554057,4444.0,9396.0,143.91546882563355,bsnip
145,2007o,sn2007o-20070122.663-deimos.flm,0.021231176629112607,4330.0,9184.0,122.09537491999517,bsnip
146,2007on,sn2007on-20071112.468-br.flm,-2.6855586582726656,3084.0,9060.0,435.0669580520141,bsnip
147,2007on,sn2007on-20071112.473-hires1.flm,-2.6855586582726656,3762.0,6744.0,687.8334881749745,bsnip
148,2007qe,sn2007qe-20071118.104-ui.flm,-6.630392156861775,3298.0,10370.0,0.8140734964478723,bsnip
149,2007qe,sn2007qe-20071201.176-ui.flm,6.185294117648143,3314.0,10370.0,0.9307836147929825,bsnip
150,2007s,sn2007s-20070218.375-ui.flm,5.428543248841912,3342.0,10306.0,83.51765392939748,bsnip
151,1993ac,sn1993ac-19931016.49-mmt.flm,6.749285033359839,3056.0,7740.0,27.600569171898197,cfa
152,1994ae,sn1994ae-19941129.51-fast.flm,0.8384232862649844,3488.0,6928.0,235.5693753674423,cfa
153,1994ae,sn1994ae-19941130.49-fast.flm,1.8142603652818239,3488.0,6930.0,260.8886346759517,cfa
154,1994ae,sn1994ae-19941201.50-fast.flm,2.819970007948246,3488.0,6934.0,284.9919553077053,cfa
155,1994ae,sn1994ae-19941202.53-fast.flm,3.8455946930404785,3488.0,6928.0,166.46923592878267,cfa
156,1994ae,sn1994ae-19941203.54-fast.flm,4.8513043357069,3488.0,6910.0,190.81151504862925,cfa
157,1994ae,sn1994ae-19941204.53-fast.flm,5.837098935940268,3488.0,6912.0,180.03280790838605,cfa
158,1994d,sn1994D-19940315.36-mmt.flm,-6.213213207221925,3606.0,7898.0,179.57780024320513,cfa
159,1994d,sn1994D-19940316.37-fast.flm,-5.205287518287713,3748.0,7570.0,347.8195071797883,cfa
160,1994d,sn1994D-19940317.35-fast.flm,-4.227300216159568,3750.0,7570.0,260.9818874736424,cfa
161,1994d,sn1994D-19940318.36-fast.flm,-3.219374527225357,3750.0,7570.0,278.9700552706152,cfa
162,1994d,sn1994D-19940321.35-fast.flm,-0.235515309497478,3750.0,7570.0,272.6033576669697,cfa
163,1994m,sn1994M-19940504.15-fast.flm,2.8264268960123387,3674.0,7406.0,26.57340903054594,cfa
164,1994m,sn1994M-19940505.17-fast.flm,3.82329945269412,3674.0,7406.0,26.66975128286195,cfa
165,1994m,sn1994M-19940506.26-fast.flm,4.888584831900319,3676.0,7408.0,16.070187626593295,cfa
166,1994m,sn1994M-19940507.29-fast.flm,5.895230648943747,3676.0,7408.0,12.872271896414174,cfa
167,1994m,sn1994M-19940508.26-fast.flm,6.8432369038315155,3676.0,7408.0,18.679220051498785,cfa
168,1994s,sn1994S-19940611.28-fast.flm,-3.983541786310848,3800.0,7562.0,75.6897634875147,cfa
169,1994s,sn1994S-19940616.24-fast.flm,0.9023057062930295,3800.0,7562.0,54.619469399727805,cfa
170,1994t,sn1994T-19940611.21-fast.flm,-0.17880338972341694,3728.0,7418.0,8.318859324305645,cfa
171,1994t,sn1994T-19940612.19-fast.flm,0.7683713234210499,3728.0,7418.0,6.992488084520277,cfa
172,1994t,sn1994T-19940616.23-fast.flm,4.673050753106736,3728.0,7418.0,7.490405109507015,cfa
173,1995ac,sn1995ac-19950927.31-fast.flm,-4.987357805068296,3530.0,6938.0,39.889952556095466,cfa
174,1995al,sn1995al-19951114.52-fast.flm,6.140438147918362,3734.0,7504.0,293.9547295924852,cfa
175,1995bd,sn1995bd-19951228.25-fast.flm,-6.941651882513154,3700.0,7414.0,77.80604796729565,cfa
176,1995d,sn1995D-19950224.30-fast.flm,3.5387820509689476,3530.0,6704.0,208.74979431894565,cfa
177,1995d,sn1995D-19950226.28-fast.flm,5.505875947907062,3430.0,6958.0,195.62587041058396,cfa
178,1995e,sn1995E-19950224.27-fast.flm,-2.2203000271917173,3512.0,6672.0,42.42170742394707,cfa
179,1995e,sn1995E-19950226.27-fast.flm,-0.24318513210237608,3542.0,6928.0,44.596330517555856,cfa
180,1995e,sn1995E-19950228.23-fast.flm,1.6943874650915078,3512.0,6914.0,53.94524145302744,cfa
181,1995e,sn1995E-19950303.16-fast.flm,4.5908607863976805,3606.0,6922.0,41.14469037304055,cfa
182,1995e,sn1995E-19950305.17-fast.flm,6.5778612559572895,3414.0,6924.0,48.71899436978659,cfa
183,1996ab,sn1996ab-19960522.37-fast.flm,-0.19469026548131702,3328.0,6596.0,10.22485120228124,cfa
184,1996bl,sn1996bl-19961016.29-fast.flm,-3.913127413123986,3624.0,7242.0,34.37006438524446,cfa
185,1996bl,sn1996bl-19961018.18-fast.flm,-2.088803088800223,3624.0,7242.0,37.44492617273853,cfa
186,1996bo,sn1996bo-19961103.27-fast.flm,3.27931700555468,3690.0,7376.0,33.293031161198016,cfa
187,1996bo,sn1996bo-19961105.24-fast.flm,5.215844134138277,3690.0,7374.0,49.41096461900582,cfa
188,1996c,sn1996C-19960217.48-fast.flm,1.8636806231784884,3656.0,7312.0,52.462625645017496,cfa
189,1996c,sn1996C-19960220.40-fast.flm,4.706913339827226,3656.0,7312.0,50.45751231126222,cfa
190,1996x,sn1996X-19960414.32-fast.flm,-3.5612670006832237,3728.0,7450.0,108.65003912374023,cfa
191,1996x,sn1996X-19960415.32-fast.flm,-2.5681641003262032,3728.0,7450.0,162.37726655400576,cfa
192,1996x,sn1996X-19960416.44-fast.flm,-1.455888851923739,3728.0,7450.0,52.90617161303496,cfa
193,1996x,sn1996X-19960417.33-fast.flm,-0.5720272706065687,3728.0,7450.0,129.3848652742307,cfa
194,1996x,sn1996X-19960418.31-fast.flm,0.401213571739265,3728.0,7450.0,144.98297381460426,cfa
195,1996x,sn1996X-19960419.30-fast.flm,1.384385443097918,3728.0,7452.0,144.61762705964267,cfa
196,1996x,sn1996X-19960420.31-fast.flm,2.387419372453306,3728.0,7452.0,129.57320995365657,cfa
197,1996z,sn1996Z-19960518.18-fast.flm,6.226831749495187,3726.0,7450.0,94.5424261257996,cfa
198,1997bp,sn1997bp-19970407.42-mmt.flm,-2.7332809685902997,3004.0,8808.0,111.48252195748697,cfa
199,1997bp,sn1997bp-19970409.29-fast.flm,-0.8786962765479365,3722.0,7404.0,82.54702434446715,cfa
200,1997bp,sn1997bp-19970410.27-fast.flm,0.09322511285923646,3722.0,7446.0,100.70177901627898,cfa
201,1997bp,sn1997bp-19970411.30-fast.flm,1.1147343282668798,3722.0,7450.0,96.43317532989339,cfa
202,1997bp,sn1997bp-19970412.31-fast.flm,2.116408413267119,3722.0,7450.0,98.64856339333308,cfa
203,1997bp,sn1997bp-19970413.31-fast.flm,3.1081649330744803,3722.0,7450.0,98.20866943131315,cfa
204,1997bp,sn1997bp-19970414.30-fast.flm,4.0900038876889635,3722.0,7450.0,113.56656903145064,cfa
205,1997bq,sn1997bq-19970413.22-fast.flm,-6.434859800301723,3718.0,7440.0,70.48640477006407,cfa
206,1997bq,sn1997bq-19970414.21-fast.flm,-5.45402666676975,3718.0,7440.0,112.47212565215011,cfa
207,1997br,sn1997br-19970414.31-fast.flm,-6.526097930240166,3732.0,7468.0,115.93450976216906,cfa
208,1997do,sn1997do-19971107.51-fast.flm,-6.765532807978543,3736.0,7414.0,128.34490048179845,cfa
209,1997dt,sn1997dt-19971129.11-fast.flm,-4.641036892027056,3746.0,7434.0,125.31945349784418,cfa
210,1997dt,sn1997dt-19971204.11-fast.flm,0.32263892831964647,3746.0,7434.0,107.51439149152533,cfa
211,1997dt,sn1997dt-19971206.11-fast.flm,2.308109256458328,3746.0,7434.0,60.63589792885334,cfa
212,1997e,sn1997E-19970116.25-fast.flm,-3.2450650640942595,3704.0,7400.0,63.94731864357487,cfa
213,1997y,sn1997Y-19970209.41-fast.flm,2.830097670362036,3696.0,7384.0,54.09103009232926,cfa
214,1997y,sn1997Y-19970210.40-fast.flm,3.804635650762958,3878.0,7384.0,64.72536687519582,cfa
215,1998ab,sn1998ab-19980418.28-fast.flm,6.855983456850026,3674.0,6570.0,71.37758840565702,cfa
216,1998aq,sn1998aq-19980424.37-fast.flm,-3.3555876811623166,4118.0,6006.0,408.4702994092622,cfa
217,1998aq,sn1998aq-19980427.29-fast.flm,-0.4463489552113554,3760.0,7422.0,267.8891850054902,cfa
218,1998aq,sn1998aq-19980428.26-fast.flm,0.5200762380001196,3760.0,7432.0,265.7968974973002,cfa
219,1998aq,sn1998aq-19980429.26-fast.flm,1.5163908701757023,3760.0,7442.0,304.03953526667544,cfa
220,1998aq,sn1998aq-19980430.24-fast.flm,2.4927792097037136,3760.0,7442.0,295.92959470478314,cfa
221,1998aq,sn1998aq-19980501.25-fast.flm,3.499056988203082,3760.0,7442.0,275.74873166498,cfa
222,1998aq,sn1998aq-19980502.23-fast.flm,4.475445327738343,3760.0,7442.0,287.4220697895803,cfa
223,1998aq,sn1998aq-19980503.24-fast.flm,5.481723106230461,3760.0,7436.0,285.28932606114006,cfa
224,1998aq,sn1998aq-19980504.26-fast.flm,6.497964031053615,3760.0,7434.0,265.3112071216025,cfa
225,1998bp,sn1998bp-19980430.47-fast.flm,-2.7671360043408164,3734.0,7392.0,54.25058950357257,cfa
226,1998bp,sn1998bp-19980501.47-fast.flm,-1.7774593218162302,3734.0,7392.0,84.47525816710258,cfa
227,1998bp,sn1998bp-19980502.47-fast.flm,-0.7877826392916443,3734.0,7392.0,92.14366740261008,cfa
228,1998bp,sn1998bp-19980503.45-fast.flm,0.1821005095784175,3734.0,7386.0,92.26036638045628,cfa
229,1998bp,sn1998bp-19980504.39-fast.flm,1.1123965911538325,3734.0,7384.0,83.34160715035611,cfa
230,1998bu,sn1998bu-19980516.15-fast.flm,-3.534425000397065,3762.0,7468.0,481.67278441773107,cfa
231,1998bu,sn1998bu-19980517.15-fast.flm,-2.5374080750377406,3762.0,7468.0,258.762951255913,cfa
232,1998bu,sn1998bu-19980518.16-fast.flm,-1.5304209804227913,3762.0,7468.0,538.616146390661,cfa
233,1998bu,sn1998bu-19980520.15-fast.flm,0.4536427010402338,3662.0,5454.0,377.0725486644778,cfa
234,1998co,sn1998co-19980623.45-fast.flm,3.596012855672347,3706.0,7356.0,79.19100005172837,cfa
235,1998co,sn1998co-19980624.45-fast.flm,4.578261655364314,3706.0,7356.0,81.0827247149364,cfa
236,1998de,sn1998de-19980726.47-fast.flm,-6.301212725202034,3712.0,7368.0,42.2220302713276,cfa
237,1998de,sn1998de-19980727.45-fast.flm,-5.337092745393534,3712.0,7368.0,31.82772719638448,cfa
238,1998de,sn1998de-19980729.50-fast.flm,-3.3203111549665465,3712.0,7368.0,17.59559344108443,cfa
239,1998de,sn1998de-19980730.46-fast.flm,-2.3758670931102546,3712.0,7368.0,26.121264212216072,cfa
240,1998de,sn1998de-19980801.41-fast.flm,-0.4574650924586216,3712.0,7368.0,29.42159895911887,cfa
241,1998de,sn1998de-19980804.46-fast.flm,2.5431123957290738,3712.0,7368.0,35.58253768814871,cfa
242,1998dh,sn1998dh-19980730.44-fast.flm,-5.041780272733389,3740.0,7422.0,100.17046430465123,cfa
