SNIa_PAN
1993ae
1994M
1994Q
1994S
1995ak
1996bl
1996bv
1996C
1997dg
1997E
1997Y
1998dk
1998dx
1998ec
1998ef
1998eg
1999cc
1999dq
1999ef
1999ej
1999X
2000B
2000cf
2000cn
2000dk
2000fa
000006
000011
000034
000091
000142
000190
000199
000215
000236
000420
010026
020027
020096
020176
030066
040137
040166
040782
050005
050203
050251
050293
050301
050607
070955
080723
090201
091869
100090
100163
100213
100405
110033
110478
110536
110567
110719
110734
120085
120094
120336
120400
120585
130308
130514
130862
140181
150509
151034
160039
160099
160197
160200
170428
180166
180561
190230
190260
300105
310025
310042
310073
310091
310161
310238
310574
320258
330022
330089
330128
330146
340334
350047
350078
350083
350233
350316
350548
360112
360140
360156
370098
370308
370333
370356
370369
370428
370563
380279
380378
390264
390471
420100
420159
420258
420407
420417
430004
440008
440042
440162
440509
450175
460003
460037
460105
470008
470041
470232
470244
480064
480464
490008
490521
500004
500057
500100
500504
510251
510457
510578
510638
520019
520023
520062
520077
520188
530112
530219
540163
550041
550096
550154
550218
560087
560121
560152
570025
570062
580235
580275
580300
590005
200132
350180
000010
000014
000038
000137
000174
000196
000202
000220
010010
020090
030006
040150
040201
040780
050003
050201
050291
050296
050303
050580
070242
080064
080646
090037
090275
100101
100206
100358
110425
110430
110460
110484
110542
110716
110721
120044
120086
120143
120369
120444
120586
130755
140152
150254
150457
160070
160126
160198
160214
170078
180313
190209
190340
300179
310039
310051
310090
310146
310188
310260
320099
320469
330023
330083
340229
350027
350050
350080
350192
350235
350374
350630
360139
360145
370066
370329
370344
370367
370394
370498
370566
370595
380318
390259
390449
390627
420196
420352
420414
430003
440005
440050
440236
440285
440643
450082
450339
460064
470015
470043
470110
480184
490007
490037
500038
500065
500301
500511
510113
510266
510550
510597
520022
520041
520071
530037
530086
530251
550005
550059
550137
550202
560027
560054
560150
570022
570056
580104
580270
580276
590031
590194
520016
380199
vespesian
washington
carter
Primo
geta
stone
colfax
wilson
Aphrodite
Borg
Eagle
Frodo
Gabi
Koekemoer
Lancaster
Manipogo
Mcguire
Ombo
Patuxent
Rakke
Sasquatch
Thoth
Vilas
SCP05D0
SCP05D6
SCP06C0
